Party	Position	Name	Text
더불어민주당	위원	이수진	아니, 그런 말씀이 통합니까?
N/A	법무부장관후보자	한동훈	제가 사실을 말씀드린 겁니다. 그리고 조국 전 장관 사건 가지고 말씀하신 저것은 누가 보더라도 동일 선상에서 볼 수 있는 문제는 아닙니다.
더불어민주당	위원	이수진	그래요. 우리 후보자님, 그냥 말씀하시고 싶을 대로 다 하십시오, 국민들께서 알아서 들으실 거니까. 더 하세요.
N/A	법무부장관후보자	한동훈	저는 다 드렸습니다.
더불어민주당	위원	이수진	마치겠습니다.
더불어민주당	위원장	박광온	수고하셨습니다. 지금 6시 반인데요. 정회했다가 8시 반에 속개하겠습니다. 정회를 선포합니다.
더불어민주당	위원장	박광온	의석을 정돈해 주시기 바랍니다. 회의를 속개하겠습니다. 다음은 윤한홍 위원님 질의하시겠습니다.
국민의힘	위원	윤한홍	후보자님, 고생 많습니다. 사실상 문재인 정권의 사법행정을 보면 그동안 살아 있는 권력 수사를 차단하기 위해서 할 수 있는 일은 다 했다, 저는 그렇게 보거든요. 직제개편이라든지 인사 학살 또 수사지휘권 또 검찰총장에 대한 징계, 직무 배제, 이런 법 제도를 악용하는 그런 조치들을 다 했었어요. 그리고 또 공작․조작까지 남발했다. 불법 출금 또 보고서 조작, 독직폭행 또 범죄자들하고 같이 합세를 해 가지고 하는, 하여튼 살아 있는 권력 수사를 못하게 하기 위해서 온갖 일을 다 한 거다. 알고 계시지요?
N/A	법무부장관후보자	한동훈	그런 비판적 시각이 있는 것으로 알고 있습니다.
국민의힘	위원	윤한홍	그런데 저는…… 이렇게 범죄자하고 공모도 하고 여러 가지 다 하면서 이미 살아 있는 권력, 문재인 정권의 실력자들에 대해서는 이미 검수완박이 되어 있었어요. 저는 그렇게 봅니다. 그런데 이분들이 왜 갑자기 검수완박법을 또 부랴부랴 통과시켰을까, 그 이유가 뭡니까? 유일한 이유가 정권교체입니다. 그렇지요? 정권이 교체되지 않았다면 검수완박법 통과 필요가 없던 거지요, 그 문재인 정권의 실력자들에게. 그러면 이 검수완박법이 사실상 살아있는 권력을 수사하기 위한 온갖 수단과 방법을 동원하다가 마지막으로 결정판인 거예요, 살아있는 권력 수사를 못 하게 하는 결정판. 그러니까 살아서는 살아있는 권력 수사를 못 하게 하고 정권이 바뀌니까 나가면서 자기들 수사 못 하게 검수완박법을 통과시켰다. 굉장한 대통령 아닙니까, 문재인 대통령님이? 퇴임하면서 자기 수사 못 하게 법을 개정해 놓고 떠난다. 그러면서 조금 전에 제가 TV 보면서 깜짝 놀란 게 성공한 대통령 아니냐, 하시면서 나오시더라고요. 정말 이 검수완박법이 통과되기 전에는 사실 그렇게 자신 있게 말씀 못 했을 겁니다. 아마 이 법이 통과되면서 상당한 자신감을 가지지 않았나 나는 그렇게 보는데, 최대 수혜자겠지요, 이 검수완박법의. 그런데 저는 우리 후보자에게 주문을 하고 싶은 것은 취임을 하게 되면 그동안 이 수사를 못 하게 하기 위해서 분탕질을 쳐 놓았던 사법행정 전부 원상회복시켜야 된다고 생각하는데 그렇게 해야 되겠지요?
N/A	법무부장관후보자	한동훈	위원님 말씀하신 것 같은 비판적인 시각들이 많이 있고 그 부분에 저는 합리적인 부분이 많이 있다고 생각합니다. 그렇기 때문에 범죄에 제대로 대응하고 또 서민을 보호할 수 있는 그런 체제로 정상화시키는 것이 가장 중요한 저의 임무라고 생각합니다.
국민의힘	위원	윤한홍	아니, 저는 대표적인 게 그런 거예요. 추미애 장관이 와서는 2020년 1월 달에 인사 학살, 8월 달에 2차 인사 학살, 또 박범계 장관 와서 그나마 살아 있는 권력 수사하는 검사 마지막 또 학살, 이런 검사들은 사실은 일 잘해서 좌천된 사람들이고 쫓겨 난 사람들이에요. 복귀시켜야 되는 것 아닙니까?
N/A	법무부장관후보자	한동훈	제가 취임하게 되면 오로지 능력과 공정에 대한 의지만을 기준으로 인사를 하겠습니다.
국민의힘	위원	윤한홍	저는 그게 이 대한민국에 정의가 살아 있다는 걸 보여 줘야 된다고 저는 그렇게 생각하거든요. 아니, 일을 잘해서 쫓겨난다? 그건 아니지 않습니까. 저는 이 정권이 교체된 이유가 거기에 있다고 저는 보거든요. 국민들께서 살아있는 권력에 대한 수사를 못 하게 온갖 분탕질을 다 하는 사람들에 대한 심판을 했다, 이번 대선은, 그리 보는 거예요. 그런데 거기에 맞선 게 검수완박법이다. 그것 국민들께서 용서하시겠습니까? 나는 용서 안 한다고 보거든요. 거기에 우리 후보자가 임명이 되면 국민들 뜻을 따라야 된다, 그래서 내가 그 주문을 하는 겁니다. 더군다나 더 나쁜 것은 범죄자들하고 이렇게 합작을 해 가지고 조작하는 것 있잖아요? 이런 것은 사실상 대한민국 망신입니다. 범죄자들하고 합세를 해 가지고, 그게 뭡니까…… 한명숙 모해위증 사건, 거기에 징역 20년을 받은 확정범의 위증을 갖다 붙였습니다. 그다음에 라임 사건 알지요?
N/A	법무부장관후보자	한동훈	예.
국민의힘	위원	윤한홍	김봉현 거짓 편지 가지고 수사지휘권 발동까지 하면서 했지요. 제보 사주, 마찬가지 아닙니까? 거기다가 우리 채널A 사건도 마찬가지지요. 우리 후보자가 거기에 당한 것 아니에요?
N/A	법무부장관후보자	한동훈	예.
국민의힘	위원	윤한홍	이것 보십시오. 만약에 이게 용기 있는 검사가 없었으면 이 범죄자들하고 이 권력자가 합세를 해 가지고 조작한 사건이 사실로 될 수도 있는 거였어요, 그게. 그런데 정말 몇 안 되는 우리 용기 있는 검사들이 이걸 밝히기 위해서 애를 쓴 겁니다. 그러다가 그분들이 좌천되고 쫓겨 가고 사표 내고 했다고. 그러면 그분들을 다시 원위치로 해 주는 것이 대한민국이 살아있다는 걸 보여 주는 것 아니겠습니까? 어떻게 생각하세요, 장관후보님?
N/A	법무부장관후보자	한동훈	시스템하에서 자기 직을 걸고 할 일을 한 검사들이 분명히 있었고요. 그런데 그 검사들이 꼭 자기들이 명예회복을 하거나, 이래서 일을 했던 건 아닐 겁니다. 다 자기가 해야 되는 일이니까 한 것으로 알고 있고요.
국민의힘	위원	윤한홍	그런데……
N/A	법무부장관후보자	한동훈	아까 말씀드린 것처럼 역시 인사는 능력과 공정의 의지만을 기준으로 인사를 하게 되면 그런 분들은 자연히 자기 자리를 찾아갈 수 있을 거라고 저는 생각합니다.
국민의힘	위원	윤한홍	저는 이게 범죄자들이 어떤 혜택을 노리고 권력자에게 도와줬다 그것은 있을 수도 있다고 보는데 권력자들이 또 조작을 했어요. 월성 1호기 폐쇄하려고 경제성을 조작했다 그다음에 김학의 성접대 사건 띄우려고 윤중천 면담보고서를 조작했다, 그것 검사가 한 거예요. 권력에 붙어 있는 검사가 한 거고. 그다음에 김학의 불법출금 수사 무마 사건에서는 이것도 법무부…… 1분만 더 주십시오.
더불어민주당	위원장	박광온	예.
국민의힘	위원	윤한홍	법무부하고 검찰이 짜고 조작을 한 겁니다. 이게 있을 수가 없는 일이 문 정권 시절에 일어났습니다, 문재인 정권 시절에. 그게 살아 있는 권력 수사를 막기 위해서 도와준 거거든요. 그런데 정권교체가 되니까 이게 이제 수사가 될 상황이 오니까 검수완박법을 통과시켜서 날치기로 자기들이 살겠다 이렇게 한 거예요. 그러니까 여기에 대해서 후보자가 임명이 된다면 정말 특단의 대책을 세워서 대한민국의 정의를 다시 바로 일으켜야 된다, 그렇게 하실 자신 있습니까?
N/A	법무부장관후보자	한동훈	제가 여러 번 말씀드렸지만 제가 임명된다면 용기와 헌신으로 할 일을 하겠습니다.
국민의힘	위원	윤한홍	그렇지요? 왜냐하면 평소와 다르게 검수완박법이 통과됐기 때문에 더 노력을 많이 해야 됩니다. 그래서 제가 아까 경찰과 검찰의 서로 교류를 통한 합동수사단을 활용해서 대한민국 정의를 바로 세워 달라 그렇게 부탁을 한 겁니다. 그렇게 하시겠지요?
N/A	법무부장관후보자	한동훈	예, 마음에 깊이 새기겠습니다.
국민의힘	위원	윤한홍	이상입니다.
더불어민주당	위원장	박광온	수고하셨습니다. 다음은 송기헌 위원님 질의하시겠습니다.
더불어민주당	위원	송기헌	우리 오늘까지 야당이시니까 야당 위원님들 말씀하신 것은 나중에 정책질의 다시 하기로 하고요. 제가 오후에 말씀드렸던 후보자님 소유의 부동산, 부천에 있는 부동산 내가 위성사진을 보니까 옥상 부근에 아직도 불법 건축물이 있는 것 같아요.
N/A	법무부장관후보자	한동훈	말씀 올릴까요?
더불어민주당	위원	송기헌	예.
N/A	법무부장관후보자	한동훈	제가 전화해 봤는데 그것은 분명히 철거했다고 들었는데 혹시 잘못 보신 거 아닌가 싶습니다.
더불어민주당	위원	송기헌	아니, 옥상 부근에. 옥상 사진을 보니까 흰색으로 해서 지붕 있는 건물이 있는 것 같습니다. 철거한 것 맞습니까?
N/A	법무부장관후보자	한동훈	저는 철거했다고 분명히 확인했는데 위원님 말씀하시니까 제가 다시 한번 연락해서 확인해 보겠습니다.
더불어민주당	위원	송기헌	확인해 보시고 어떻게 됐는지 보시고요. 서면답변으로는 부동산 거래 여러 건 하면서 다운계약서를 작성한 사실이 있다, 실거래가와 다르게 작성, 신고한 적도 있다 말씀하신 것 같아요.
N/A	법무부장관후보자	한동훈	예.
더불어민주당	위원	송기헌	아마 2006년도까지는 실거래가 신고가 의무화가 되지 않았으니까 그 전에 그랬으리라 생각이 되는데 우선 1998년도에 취득했던 신반포청구아파트 이것 매입가가 얼마였고 매도가가 얼마였나요?
N/A	법무부장관후보자	한동훈	제가 처음 말씀드린 것처럼 매입가가 1억 한 이삼천 정도 됐던 걸로 기억하는데요. 자료가 아직 남아……
더불어민주당	위원	송기헌	매도가는 얼마?
N/A	법무부장관후보자	한동훈	매도가는 그것보다 더 됐는데 정확하게 기억은 잘 안 납니다, 솔직히.
더불어민주당	위원	송기헌	그 자료를 제출해 주세요, 매도가요.
N/A	법무부장관후보자	한동훈	예, 그것 다시 한번……
더불어민주당	위원	송기헌	찾을 수 있을 것 같으니까 자료 제출해 주세요, 매도가.
N/A	법무부장관후보자	한동훈	계약서가 남아 있지 않기는 한데 어쨌든 찾아보고……
더불어민주당	위원	송기헌	자료를 찾기는 어렵지 않을 것 같아요. 그다음에 또 하나 삼부아파트는 2002년도에 매입하셨지요?
N/A	법무부장관후보자	한동훈	2002년에 했습니다.
더불어민주당	위원	송기헌	2002년에 매입했는데 이것 매입할 때는 얼마에 매입하신 거예요?
N/A	법무부장관후보자	한동훈	그 액수 제가 좀 확인해 보겠습니다.
더불어민주당	위원	송기헌	확인하시라고요. 이따가 끝나기 전까지 확인을 해 주시고 말씀해 주시고. 이것 매도가격은 8억 얼마로 나와 있어요.
N/A	법무부장관후보자	한동훈	예.
더불어민주당	위원	송기헌	2007년도에 매도했기 때문에 이게 8억 얼마인가요, 등기부에 나와 있던데? 8억 얼마로 매도를 한 게 나와요.
N/A	법무부장관후보자	한동훈	그것보다 좀 싸게 샀던 것 같습니다.
더불어민주당	위원	송기헌	그리고 지금 삼풍아파트는 2006년도에 매입하셨지요? 18억 6000만 원에 매입하셨어요, 그렇지요?
N/A	법무부장관후보자	한동훈	2006년인 것 같습니다.
더불어민주당	위원	송기헌	우리 고위공직자가 아파트를 재산 축적의 어떤 도구로 사용한다는 것은 적절하지 않은 것 같아요. 동의하시지요?
N/A	법무부장관후보자	한동훈	예.
더불어민주당	위원	송기헌	1998년도에 매입하신 청구아파트 이것은 이 당시 새로 보존등기를 한 것을 보니까 새로 분양하거나 재건축한 아파트를 딱지를 매입하셔 가지고 매입하신 것 같아요. 딱지를 매입하다 보니까 그 권리를 보호하기 위해서 근저당권을 설정한 것 같고요. 맞지요?
N/A	법무부장관후보자	한동훈	이게 제 모친이 제가 군대에 있을 때 대행해 주신 거라 정확하지는 않은데요. 아까 최기상 위원님 말씀하신 것 봐도 제가 보기에도 그랬을 가능성이 있어 보입니다.
더불어민주당	위원	송기헌	이때…… 저기 한번 보실까요, 그다음에. 제가 도표를 하나 했는데 98년도에 IMF 직후라 해 가지고 집값이 굉장히 내려간 해예요.
N/A	법무부장관후보자	한동훈	그때 매입한 겁니다.
더불어민주당	위원	송기헌	마이너스 18.4%가 내려갔습니다.
N/A	법무부장관후보자	한동훈	맞습니다.
더불어민주당	위원	송기헌	그런데 후보자님께서 파신 2002년도까지 매년 16.8%, 11.1%, 16.4%, 10.1% 이렇게 올라갔어요. 계약은 2002년 12월 1일 날 했기 때문에, 2002년 거의 마지막에, 매년 10% 이상 가격이 올라간 이후에 매각을 하셨습니다. 제가 볼 때는 아마 상당한 이득을 보신 것 같아요, 매매 거래로.
N/A	법무부장관후보자	한동훈	그 무렵은 집값이 전체적으로 올라가던 시기 아니었나 싶습니다.
더불어민주당	위원	송기헌	쌀 때 사 가지고 비싸게 파셨다고요. 또 하나 보시지요. 그다음에 보면 2005년도에 삼부아파트 사셨지요?
N/A	법무부장관후보자	한동훈	예.
더불어민주당	위원	송기헌	사시고 난 다음에 2007년도에 매도했는데 그때도 중간에 1～2년 말고 계속 쭉 올라갔어요. 이때도 나는 적어도 두 배 이상 차익을 얻었다고 생각을 하거든요.
N/A	법무부장관후보자	한동훈	그렇게까지는 아니었을 거예요. 위원님, 그런데 저희가 2주택을 갖고 있었던 게 아니라 한 아파트를 옮겨 다닌 거라는 걸 좀 이해해 주시기 바랍니다.
더불어민주당	위원	송기헌	그런데 중간에 후보자께서 다른 집에도 사셨어요, 사신 아파트에서 살지 않으시고.
N/A	법무부장관후보자	한동훈	어디 말씀하세요?
더불어민주당	위원	송기헌	대림아파트에 사셨잖아요.
N/A	법무부장관후보자	한동훈	그것은 제가 산 게 아니라 전세였던 걸로 기억합니다.
더불어민주당	위원	송기헌	전세, 그러니까 대림아파트의 실제 소유가 아닌……
N/A	법무부장관후보자	한동훈	전세로……
더불어민주당	위원	송기헌	후보자가 소유하고 있는 집이 아니라 아마 누님 집이었던 것 같아요. 그렇지요? 아닌가요?
N/A	법무부장관후보자	한동훈	대림아파트 아닌데요.
더불어민주당	위원	송기헌	아닌가요?
N/A	법무부장관후보자	한동훈	예, 아닙니다.
더불어민주당	위원	송기헌	이름이 비슷해서…… 누님 자택 아니군요. 그렇지요?
N/A	법무부장관후보자	한동훈	그것은 제가 전세……
더불어민주당	위원	송기헌	다른 사람 명의의 집에 사셨어요.
N/A	법무부장관후보자	한동훈	전세로 한 겁니다.
더불어민주당	위원	송기헌	전세로, 그렇지요?
N/A	법무부장관후보자	한동훈	예.
더불어민주당	위원	송기헌	내가 산 집에 안 사시고……
N/A	법무부장관후보자	한동훈	대림아파트가요?
더불어민주당	위원	송기헌	아니, 그 당시에 삼부아파트를 매수해 가지고 갖고 계셨는데 삼부아파트에 거주하지 않으시고 다른 집에 사셨다고요.
N/A	법무부장관후보자	한동훈	매수했다가 전세 끼고 사서……
더불어민주당	위원	송기헌	그러니까 전세 끼고 사셔 가지고……
N/A	법무부장관후보자	한동훈	다른 데 있다가 제가 다시 거기로 입주했습니다, 삼부로.
더불어민주당	위원	송기헌	다른 사람에게 줬다가 다시 거기 들어가시고 그러셨잖아요.
N/A	법무부장관후보자	한동훈	삼부아파트로 나중에 들어갔습니다.
더불어민주당	위원	송기헌	그다음에 마지막으로 삼풍아파트는 2006년도에 사시고 난 다음에 한 번도 거기 살지 않으셨어요. 그것 보면 현재 나온 시가로만 하면 삼풍아파트는 취득할 때 18억 6000만 원에 샀는데 지금 시가로 하니까 42억 정도가 되는 거예요. 그리고 지금 그게 재건축시장에 나와 있는 거예요. 삼풍아파트인 경우는 후보자께서 사실 때 1988년도에 건축된 거기 때문에 한 20년 정도 돼서 이미 재건축 얘기가 나오던 그 시대에 물건이 됐단 말이에요. 그러니까 실제로 삼풍아파트 같은 경우는 후보자께서 사려고, 거주하시려고 그것을 산 게 아니라 부동산 투자의 개념으로 사신 것 같아요.
N/A	법무부장관후보자	한동훈	그것은 아닙니다. 제가 서초동이고 서초동 근거지이기 때문에 산 건데, 저희가 좀 여력보다 비싼 평형대 아파트를 사다 보니까 대출하고 전세를 낀 상태에서 다닐 수밖에 없었거든요. 그래서 그 아파트에 바로 들어갈 수는 없었고 그리고 그다음 해에 삼풍아파트는 가격이 계속 떨어졌습니다, MB 정부 내내. 그래서 저희가 그때 여력이 안 됐다가 이게 어머니랑도 같이 살고 그리고 또 아이 학교 때문에 전세를 다니다 보니까 지금까지 못 들어가고 있는 겁니다.
더불어민주당	위원	송기헌	한 번도 사시지 않은 것 그다음에 처음에 제값에 샀지만, 부동산 가격이 가장 낮을 때 사셨다가 부동산 가격이 쭉 오른 다음에 파신 것 또 때때로 보면 실제 매수한, 그러니까 자기 소유의 건물에 살지 않고 다른 사람이 거기에 살면서 내가 취득한 아파트를 다른 데 전세 주고 있었던 것, 그런 걸 생각하고 나중에 실제로, 마지막으로 현재 하나 갖고 있는 아파트도 18억 6000만 원에 사서 지금 24억 가량의 차익을 보고 있는 이런 사정을 보면 후보자께서 부동산, 특히 아파트를 투기 목적으로 사용했다고밖에 볼 수가 없습니다, 실거주 목적으로 사신 게 아니고. 저희들이 내내 고위공직자 검증의 첫 번째가 병역 문제, 두 번째가 부동산 투기 아니겠습니까? 그런데 후보자께서 그렇게 생각하시지 않으시나요? 제가 이 도표를 보여 드릴게요. 쌀 때 사 가지고 올랐을 때 팔고 그다음에 지금 그 이후로 계속 올라 가지고 현재도 상당히 올라가 있어요.
N/A	법무부장관후보자	한동훈	위원님, 말씀 올려도 되겠습니까?
더불어민주당	위원	송기헌	제가 생각할 때 그렇다 이거예요. 그래서 거기에 대해서 저는 후보자께서 부동산 투기의 의혹이 있고 실제로 부동산을 사고 판 시점 그리고…… 1분만 주세요. 부동산을 샀다가 판 시점, 후보자께서 거주한 여부, 그게 상당히 다른 사실, 이런 걸로 봤을 때 아파트를 실제 거주 목적으로 산 것이 아니라 그것을 아파트 투기의 목적으로 산 것이다 이렇게 보고, 투기의 목적으로 샀다고 하면 고위공직자로서의 자질이 없다 저는 그렇게 생각하는데 어떻게 생각하세요?
N/A	법무부장관후보자	한동훈	위원님, 제가 아파트를 두 개를 갖고 있었던 적이 없다는 점을 좀 잘 봐 주시고요.
더불어민주당	위원	송기헌	두 개 갖고 있었던 적 한 번 있었지요.
N/A	법무부장관후보자	한동훈	아닙니다. 그것 팔고 한 거고 두 가구를 갖고 있어 본 적 한 번도 없습니다.
더불어민주당	위원	송기헌	삼부아파트는 2007년도에 파시고, 삼풍아파트는 2006년도에 사셨잖아요.
N/A	법무부장관후보자	한동훈	그것 약간 겹치는 겁니다. 전세 끼고 한 것이 겹치는 거고요. 그리고 위원님 아까 말씀하신 것처럼, 제가 비쌀 때 팔았다고 말씀하셨지 않습니까? 저희가 산 다음에 팔았을 때 곧바로 다른 아파트를 또 사거든요. 역시 그러면 저는 비싸게 팔았지만 역시 다른 아파트를 비싸게 산 것 아니겠습니까? 그러니까 저는 이 아파트 가격이 이렇게 폭등하게 된 정책 과정에 입안, 관여한 것도 아니고요. 거기에 맞춰 가지고 그냥 살아온 사람 중의 한 명이라고 봐 주셨으면 어떨까 싶습니다.
더불어민주당	위원	송기헌	실제 거주하지 않으면서 아파트를 취득했고 그 아파트는 올랐기 때문에 나는 아파트 정책을 결정할 수 있는 국무위원이 될 수 있는 자격이 있는 법무부장관으로서 굉장히 좀, 다시 한번 생각을 해 봐야 되겠다 그런 생각을 합니다. 명백하게 해소가 되지는 않았어요, 지금. 왜냐하면 십몇 년 동안 살아왔던, 취득하고 난 다음에 한 번도 거기 거주 안 한 거잖아요.
더불어민주당	위원장	박광온	수고하셨습니다. 김남국 위원님 질의하시겠습니다.
더불어민주당	위원	김남국	안산 단원을 김남국입니다. 후보자님, 식사는 잘하셨어요?
N/A	법무부장관후보자	한동훈	예. 식사하셨습니까?
더불어민주당	위원	김남국	예. 후보자님께서 오전에 딸 의혹과 관련된 내용에 대해서 해명을 했는데 충분치가 않았던 것 같습니다. 지금 언론보도와 전문가들 반응이 나왔는데요. 서울대학교 물리천문학부 교수님께서 이렇게 이야기했습니다. ‘오픈액세스라고 해서 논문이 아니거나 저널의 질이 떨어지는 것이 아니다. 구차한 변명이다. 조력 없이는 불가능한 것으로 보인다’ 이렇게 이야기를 했고요. 그다음에 민교협 등 7개 연구자단체에서 성명을 발표했습니다. 후보자 해명에 대해서 이 해명을 보고 ‘즉각 사퇴하라. 헌법과 법률을 지키는 법무부장관후보자로서 완전히 부적격이다’, 그리고 ‘후보자가 한 해명에 경악한다. 궤변이다’ 이렇게 이야기를 하고 있습니다. 후보자께서 지금 딸의 논문과 관련된 여러 의혹에 대한 입장, ‘편법이나 위조・반칙 없었다. 스펙과 관련된 입시에 사용하지 않았고 사용할 계획이 없다. 입시컨설팅을 받은 사실이 없다’라는 이 입장을 그대로 견지하시는지 다시 한번 여쭙고 싶습니다.
N/A	법무부장관후보자	한동훈	위원님, ‘약탈적 학술지’라는 표현을 제가 어제 처음 봤는데요. 위원님, 이렇게 생각해 주시면 어떨까 싶습니다. 말씀하신 것처럼 고교생 수준에서 습작하는 이런 짧은 글 같은 것이기 때문에 여러 가지로 학계의 엄격한 기준을 댄다면 미흡한 부분이 많을 수 있을 것 같습니다. 그런데 고교생이 습작 수준의 짧은 글을 쓴 것을 가지고 어떤 학계의 구조적 문제까지……
더불어민주당	위원	김남국	아니요, 그 이하……
N/A	법무부장관후보자	한동훈	책임지라고 하는 것은 좀 과한 말씀 아닌가 싶습니다.
더불어민주당	위원	김남국	학계의 구조적인 문제를 책임지라는 말씀은 아닌 것 같고요. 그러한 편법이나 위조․반칙이라는 부분에 대해서 책임지고 사과가 있어야 되는데 사과하는 모습이 아니다라는 부분의 지적을 하고 있는 것으로 생각이 됩니다.
N/A	법무부장관후보자	한동훈	위원님, 위조가 어디 있었다는 말씀이세요?
더불어민주당	위원	김남국	편법이나 위조․반칙 이런 것에 대해서 없었다라고 말씀을 하시는데 그 부분에 대해서, 본인이 이 말씀에 대해서 책임을 질 수 있는지 ‘예, 아니오’로만 말씀해 주시면 좋을 것 같습니다.
N/A	법무부장관후보자	한동훈	당연히 저는 편법이나 반칙이 없었지만 그럼에도 불구하고 제가, 이게 아무나 할 수 있는 것 아니고 굉장히 혜택받고 선택받고 운이 좋은 사람들이기 때문에 그 점을 좀 마음에 새기면서 봉사하면서 저희 가족은 살겠다는 말씀을 여러 차례 드렸습니다.
더불어민주당	위원	김남국	후보자, ‘아직 입시에 활용하지 않아 문제없다’ 이렇게 발언을 하셨는데요. 입시전문가들이 이런 이야기 합니다. ‘지금 이것 스펙으로 활용되었다’라고 얘기를 하면서 ‘논문 작성이 이례적인 일 아니고 입학사정관 전공에 대한 지속적인 관심과 성과를 평가받기 위한 준비작업이다’라고 이렇게 이야기를 하고 있습니다. 후보자 자녀 국제학교에 다니면서 여러 학술지에 짧은 기간에 고등학생의 능력 밖으로 보이는 다양한 주제의 논문 게재했고요. 굳이 해외사이트에 전자책까지 발간을 했습니다. 그리고 국내에서 봉사하고 해외에 돈을 주고 광고성 기사를 실어서, 이러한 것들을 보면 누가 보더라도 입시용 말고는 설명할 길이 없는 것 같습니다. 그리고 ‘입시에 활용하지 않아 문제가 없다’라는 것도 지금 이렇게 인사청문회를 통해서 여러 사실들이 드러나서 계획대로 못 쓰게 된 것으로 보이는데 ‘아직 입시에 활용하지 않아 문제될 것이 없다’라는 이 취지의 발언이 너무 무책임한 것은 아닌지, 불법이나 위법성 여부를 떠나서 법무부장관후보자로서 국민 보편이 가지는 여러 공정과 상식에 좀 반하는 주장을 한 것은 아닌지 그런 생각이 듭니다. 그래서 이 자리를 빌려서 본인이 하셨던 발언을 좀 정정하실 기회를 드리고 싶습니다.
N/A	법무부장관후보자	한동훈	위원님, 말씀 감사합니다. 제가 말씀드렸다시피 저는 이 입시 과정을 준비하거나 글 쓰는 과정은 솔직히 전혀 모르는 상황이었고요.
더불어민주당	위원	김남국	몰랐다라고 하는 게 더 무책임한 발언이지요.
N/A	법무부장관후보자	한동훈	제가 몰랐다고 해서 이것을, 제가 저희 가족의 문제를 회피하겠다는 그런 뜻은 전혀 아니고요. 다만 저희가 한 과정에서 말씀하신 것과 같은 그런 편법이나 위법이 없었던 것은 맞는데 제가 여러 차례 반복드리지만 그럼에도 불구하고 그것만 가지고 불편하게 보시는 분들의 마음이 다 가시지 않을 거라는 점도 잘 이해하고 있습니다. 그리고 그게 다만……
더불어민주당	위원	김남국	그러면 깔끔하게 사과를 하면 되는데 자꾸만 ‘그런데, 그럼에도’ 이렇게 사족을 붙여서, ‘국민 눈높이에 죄송한 점이 있다. 사과하고 유감이다’ 그런 표현을 하면 되는데 그 말 한마디가 나오기가 어려운 겁니까?
N/A	법무부장관후보자	한동훈	제가 다른 말을 하고 있는 것 같지는 않습니다.
더불어민주당	위원	김남국	표현하시면 됩니다.
N/A	법무부장관후보자	한동훈	제가 그 눈높이에 보시기에 부족한 점이 분명히 있을 것 같고요. 그것 충분히 이해하고 그리고 가족 모두 그 점 감안하면서 앞으로 살아가겠다는 말씀 제가 여러 차례 드렸습니다.
더불어민주당	위원	김남국	죄송했다, 부족했다, 유감이다 그 말씀 못 하시는 건가요?
N/A	법무부장관후보자	한동훈	제가 그 뜻으로 말씀드린 겁니다.
더불어민주당	위원	김남국	아니, 그 표현을 하는 건 안 되나요, 국민들께?
N/A	법무부장관후보자	한동훈	제가 저의 마음에 대해서는 충분히 말씀드렸다고 생각합니다.
더불어민주당	위원	김남국	충분히 표현은 안 되는 것 같습니다. 한겨레 기사 의혹이 나오자 후보자가 즉각 고소한 것으로 보이는데 맞나요?
N/A	법무부장관후보자	한동훈	그것은 아까 말씀드렸듯이 대단히 예외적인 상황이고 의도적이고 그게 사실이 아니라는 걸 알고도, 왜냐하면 저희가 아니라는 사실을 분명히 제공했음에도 불구하고 그것도 1면 톱으로 올렸기 때문에 그 부분에 대해서……
더불어민주당	위원	김남국	본질은 아니었던 것 같아요. 의혹을 제기할 수 있는 충분한 내용이고 반론권을 보장했고 내용과 관련되어서 그렇게 본질적인 내용은 아니었는데도 불구하고 고소를 한 것으로 보입니다. 그다음에 SNS에 썼던 어떤 전직 기자를 고소했다고 하는데 혹시 어떤 내용이었나요?
N/A	법무부장관후보자	한동훈	그 부분은 미성년인 제 딸을 상대로 해 가지고 일종의 좌표 찍기식 글을 올린 겁니다. 저는 저에 대해서 얘기하거나 그런 것에 대해서는 넘어갈 수 있는데요.
더불어민주당	위원	김남국	혹시 어떤 내용인지 말씀해 주실 수 있을까요?
N/A	법무부장관후보자	한동훈	제 딸에 관한 것이고 모욕적인 내용인데 그걸 제가 여기서 말씀하라고 하시는 건 좀 가혹한 말씀 같습니다.
더불어민주당	위원	김남국	거기에 대해서 아동복지법으로 고소를 한 것으로 보입니다.
N/A	법무부장관후보자	한동훈	맞습니다.
더불어민주당	위원	김남국	그런데 후보자의 위치가 법무부장관후보자이면서 동시에 검사 출신이지 않습니까? 그리고 후보자 지금 권력의 제2인자라고 하면서 소통령으로 불리고 계시는 것 알고 계시지요?
N/A	법무부장관후보자	한동훈	사실이 아닌 얘기입니다.
더불어민주당	위원	김남국	사실은 아니라고 하더라도 그렇게 불리고 계시는데 아시지요?
N/A	법무부장관후보자	한동훈	저는 일부에서만 그리고 프레임 씌우기로 그렇게 저한테 얘기한 걸로 알고 있습니다.
더불어민주당	위원	김남국	법무부장관후보자, 나중에 법무부장관이 될 검사 출신의 이런 고위공직자가 고소를 한다라고 한다면 기사나 언론이나 논설 위원이나 패널이나 또 일반 국민들도 당연히 후보자에 대한 여러 비판과 관련된 부분에 있어서 위축될 수밖에 없습니다. 그러면 후보자에 대한 여러 비판 기능이 위축되면 후보자에 대한 검증, 이런 의혹 제기, 언론의 충실한 검증의 역할…… 1분만 더 주십시오.
더불어민주당	위원장	박광온	예.
